     TIME    NODE_NO_1      NODE_NO_1      NODE_NO_2      NODE_NO_2      NODE_NO_3      NODE_NO_3      NODE_NO_4      NODE_NO_4         TIME    NODE_NO_5      NODE_NO_5      NODE_NO_6      NODE_NO_6      NODE_NO_7      NODE_NO_7      NODE_NO_8      NODE_NO_8         TIME    NODE_NO_9      NODE_NO_9      NODE_NO_51     NODE_NO_51     NODE_NO_52     NODE_NO_52     NODE_NO_53     NODE_NO_53        TIME    NODE_NO_21     NODE_NO_21     NODE_NO_22     NODE_NO_22     NODE_NO_23     NODE_NO_23     NODE_NO_24     NODE_NO_24        TIME    NODE_NO_25     NODE_NO_25     NODE_NO_54     NODE_NO_54     NODE_NO_55     NODE_NO_55     ELEMENT_ST     ELEMENT_ST        TIME
              DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE      W.S._ELEV. 
    (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
   162.75         162.8        19453.9         3297.2        19510.1         3211.9        10614.9         3211.5        10615.6      162.75        3211.4        10616.1         3210.6         7077.3         3210.5         3538.6         3210.4         3538.6      162.75        3210.4         3538.6         3210.5         3538.5         3210.2         3538.5         3210.3         3538.5      162.75        3210.3         7076.6         3211.5         7077.2         3211.3         7077.4         3210.1         3538.6      162.75        3210.1         3538.6         3210.1         3538.5         3209.9         3538.5         3209.9         1777.6      162.75
   163.10         163.1        19490.5         3297.2        19513.0         3211.7        10615.0         3211.5        10615.0      163.10        3211.2        10616.2         3210.8         7077.4         3210.7         3538.6         3210.7         3538.6      163.10        3210.7         3538.6         3210.8         3538.5         3210.5         3538.5         3210.5         3538.5      163.10        3210.5         7077.0         3211.6         7076.9         3211.1         7077.4         3210.5         3538.7      163.10        3210.4         3538.6         3210.4         3538.5         3210.3         3538.5         3210.3         1846.2      163.10
   163.45         163.5        19523.4         3297.2        19706.0         3212.2        10617.7         3211.8        10616.2      163.45        3211.4        10614.7         3210.7         7076.7         3210.6         3538.4         3210.6         3538.4      163.45        3210.6         3538.4         3210.7         3538.5         3210.4         3538.5         3210.4         3538.5      163.45        3210.4         7079.2         3211.9         7077.9         3211.4         7076.6         3210.4         3538.4      163.45        3210.3         3538.4         3210.3         3538.5         3210.2         3538.5         3210.2         1976.0      163.45
   163.80         163.8        19554.8         3297.2        19708.4         3212.0        10617.8         3212.0        10617.5      163.80        3211.7        10615.8         3210.6         7077.1         3210.5         3538.5         3210.5         3538.5      163.80        3210.5         3538.6         3210.6         3538.5         3210.3         3538.5         3210.3         3538.5      163.80        3210.3         7078.9         3212.1         7078.8         3211.8         7077.2         3210.3         3538.6      163.80        3210.3         3538.6         3210.3         3538.5         3210.1         3538.5         3210.1         2035.6      163.80
   164.15         164.2        19585.4         3297.2        19704.3         3212.4        10618.7         3212.1        10618.1      164.15        3211.8        10617.0         3211.0         7077.7         3210.9         3538.7         3210.9         3538.7      164.15        3210.9         3538.8         3211.0         3538.5         3210.7         3538.5         3210.7         3538.5      164.15        3210.7         7079.1         3212.2         7078.9         3211.8         7077.7         3210.8         3538.7      164.15        3210.8         3538.7         3210.8         3538.5         3210.6         3538.5         3210.6         1981.7      164.15
   164.50         164.5        19614.7         3297.2        19704.1         3212.4        10618.7         3212.1        10618.7      164.50        3211.9        10616.2         3211.3         7077.3         3211.3         3538.6         3211.3         3538.6      164.50        3211.3         3538.6         3211.3         3538.5         3211.1         3538.5         3211.1         3538.5      164.50        3211.1         7078.9         3212.2         7078.9         3211.9         7077.2         3211.2         3538.6      164.50        3211.2         3538.6         3211.1         3538.5         3211.0         3538.5         3211.0         2017.4      164.50
   164.85         164.9        19642.9         3297.2        19898.0         3212.8        10620.0         3212.5        10618.0      164.85        3212.2        10615.9         3211.5         7077.2         3211.5         3538.6         3211.4         3538.6      164.85        3211.4         3538.6         3211.5         3538.5         3211.2         3538.5         3211.3         3538.5      164.85        3211.3         7079.6         3212.6         7078.3         3212.2         7077.1         3211.3         3538.5      164.85        3211.2         3538.5         3211.2         3538.5         3211.0         3538.5         3211.1         2173.2      164.85
   165.20         165.2        19674.2         3297.2        19802.6         3212.5        10618.7         3212.7        10618.2      165.20        3212.5        10616.1         3211.7         7077.3         3211.7         3538.6         3211.6         3538.6      165.20        3211.6         3538.6         3211.7         3538.5         3211.4         3538.5         3211.5         3538.5      165.20        3211.4         7078.5         3212.8         7078.4         3212.5         7077.2         3211.4         3538.6      165.20        3211.3         3538.6         3211.3         3538.5         3211.2         3538.5         3211.2         2129.7      165.20
   165.55         165.6        19715.4         3297.2        19990.7         3213.4        10617.6         3212.9        10617.4      165.55        3212.6        10616.3         3212.0         7077.3         3211.9         3538.6         3211.9         3538.6      165.55        3211.9         3538.6         3212.0         3538.5         3211.7         3538.5         3211.7         3538.5      165.55        3211.7         7077.9         3212.9         7077.9         3212.5         7077.3         3211.6         3538.6      165.55        3211.6         3538.6         3211.6         3538.5         3211.4         3538.5         3211.4         2251.0      165.55
   165.90         165.9        19771.5         3297.2        20093.6         3213.1        10618.9         3213.2        10617.5      165.90        3212.8        10616.0         3212.2         7077.2         3212.1         3538.6         3212.1         3538.6      165.90        3212.1         3538.6         3212.2         3538.5         3211.9         3538.5         3211.9         3538.5      165.90        3211.9         7079.3         3213.2         7078.2         3212.7         7077.2         3211.8         3538.6      165.90        3211.7         3538.6         3211.7         3538.5         3211.6         3538.5         3211.6         2424.2      165.90
   166.25         166.3        19841.1         3297.2        19894.7         3213.1        10617.9         3213.3        10617.7      166.25        3213.1        10615.8         3212.3         7077.1         3212.2         3538.6         3212.2         3538.6      166.25        3212.2         3538.6         3212.3         3538.5         3212.0         3538.5         3212.0         3538.5      166.25        3212.0         7078.8         3213.3         7078.7         3213.0         7077.2         3211.9         3538.6      166.25        3211.8         3538.6         3211.8         3538.5         3211.7         3538.5         3211.7         2186.5      166.25
