     TIME    NODE_NO_1      NODE_NO_1      NODE_NO_2      NODE_NO_2      NODE_NO_3      NODE_NO_3      NODE_NO_4      NODE_NO_4         TIME    NODE_NO_5      NODE_NO_5      NODE_NO_6      NODE_NO_6      NODE_NO_7      NODE_NO_7      NODE_NO_8      NODE_NO_8         TIME    NODE_NO_9      NODE_NO_9      NODE_NO_51     NODE_NO_51     NODE_NO_52     NODE_NO_52     NODE_NO_53     NODE_NO_53        TIME    NODE_NO_21     NODE_NO_21     NODE_NO_22     NODE_NO_22     NODE_NO_23     NODE_NO_23     NODE_NO_24     NODE_NO_24        TIME    NODE_NO_25     NODE_NO_25     NODE_NO_54     NODE_NO_54     NODE_NO_55     NODE_NO_55     ELEMENT_ST     ELEMENT_ST        TIME
              DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE      W.S._ELEV. 
    (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
   142.80         142.8        16368.1         3297.2        16701.5         3209.1        10613.6         3208.7        10614.7      142.80        3208.4        10616.2         3207.6         7077.4         3207.6         3538.6         3207.5         3538.6      142.80        3207.5         3538.6         3207.6         3538.5         3207.3         3538.5         3207.4         3538.5      142.80        3207.3         7077.4         3208.7         7078.0         3208.3         7077.7         3207.2         3538.7      142.80        3207.2         3538.7         3207.2         3538.5         3207.0         3538.5         3207.0         -986.3      142.80
   143.15         143.1        16438.8         3297.2        16557.2         3208.7        10615.1         3208.6        10615.3      143.15        3208.2        10615.5         3207.7         7077.0         3207.6         3538.5         3207.6         3538.5      143.15        3207.6         3538.5         3207.7         3538.5         3207.4         3538.5         3207.5         3538.5      143.15        3207.4         7078.5         3208.7         7078.3         3208.3         7077.2         3207.5         3538.6      143.15        3207.5         3538.6         3207.5         3538.5         3207.3         3538.5         3207.4        -1123.4      143.15
   143.50         143.5        16494.5         3297.2        16601.1         3209.1        10615.6         3208.5        10615.4      143.50        3208.3        10615.1         3207.6         7076.8         3207.5         3538.5         3207.5         3538.5      143.50        3207.5         3538.5         3207.5         3538.5         3207.3         3538.5         3207.3         3538.5      143.50        3207.3         7078.0         3208.7         7077.7         3208.5         7077.0         3207.5         3538.5      143.50        3207.5         3538.5         3207.5         3538.5         3207.3         3538.5         3207.4        -1113.8      143.50
   143.85         143.8        16533.8         3297.2        16800.8         3209.1        10618.0         3208.9        10616.4      143.85        3208.5        10615.8         3207.5         7077.2         3207.5         3538.6         3207.4         3538.6      143.85        3207.4         3538.6         3207.5         3538.5         3207.2         3538.5         3207.3         3538.5      143.85        3207.2         7078.6         3209.1         7077.5         3208.7         7077.2         3207.6         3538.6      143.85        3207.5         3538.6         3207.5         3538.5         3207.4         3538.5         3207.4         -890.9      143.85
   144.20         144.2        16561.6         3297.2        16756.3         3208.7        10618.6         3209.0        10618.7      144.20        3208.7        10616.3         3207.7         7077.3         3207.7         3538.6         3207.7         3538.6      144.20        3207.7         3538.6         3207.7         3538.5         3207.4         3538.5         3207.5         3538.5      144.20        3207.5         7077.8         3209.1         7078.3         3208.8         7077.2         3207.7         3538.6      144.20        3207.7         3538.6         3207.7         3538.5         3207.5         3538.5         3207.5         -925.8      144.20
   144.55         144.5        16585.8         3297.2        16995.2         3209.5        10616.6         3208.7        10617.6      144.55        3208.6        10616.5         3208.1         7077.5         3208.0         3538.7         3208.0         3538.6      144.55        3208.0         3538.7         3208.1         3538.5         3207.8         3538.5         3207.8         3538.5      144.55        3207.8         7076.0         3208.8         7076.9         3208.6         7077.2         3207.9         3538.6      144.55        3207.8         3538.6         3207.8         3538.5         3207.6         3538.5         3207.7         -725.2      144.55
   144.90         144.9        16613.6         3297.2        16908.6         3208.5        10617.7         3209.0        10616.0      144.90        3208.7        10615.8         3208.3         7077.2         3208.2         3538.6         3208.2         3538.6      144.90        3208.2         3538.6         3208.3         3538.5         3208.0         3538.5         3208.0         3538.5      144.90        3208.0         7077.1         3209.1         7076.0         3208.6         7076.9         3207.8         3538.5      144.90        3207.8         3538.5         3207.8         3538.5         3207.6         3538.5         3207.6         -744.4      144.90
   145.25         145.2        16650.8         3297.2        16802.8         3209.0        10613.5         3208.8        10615.0      145.25        3208.8        10614.9         3208.1         7076.8         3208.1         3538.4         3208.1         3538.5      145.25        3208.1         3538.4         3208.1         3538.5         3207.9         3538.5         3207.9         3538.5      145.25        3207.9         7074.7         3208.7         7076.0         3208.6         7076.7         3207.5         3538.4      145.25        3207.5         3538.4         3207.5         3538.5         3207.3         3538.5         3207.3         -914.5      145.25
   145.60         145.6        16700.8         3297.2        17095.7         3209.5        10612.6         3208.8        10612.4      145.60        3208.5        10615.2         3207.9         7076.9         3207.9         3538.5         3207.8         3538.5      145.60        3207.8         3538.5         3207.9         3538.5         3207.6         3538.5         3207.7         3538.5      145.60        3207.7         7075.4         3208.8         7075.1         3208.3         7077.0         3207.3         3538.5      145.60        3207.2         3538.5         3207.2         3538.5         3207.1         3538.5         3207.1         -597.0      145.60
   145.95         145.9        16763.7         3297.2        17009.4         3208.4        10615.9         3209.2        10614.6      145.95        3208.6        10615.1         3207.7         7076.9         3207.7         3538.5         3207.7         3538.5      145.95        3207.7         3538.4         3207.7         3538.5         3207.5         3538.5         3207.5         3538.5      145.95        3207.5         7078.6         3209.2         7077.6         3208.5         7077.0         3207.2         3538.5      145.95        3207.2         3538.5         3207.2         3538.5         3207.0         3538.5         3207.0         -652.6      145.95
   146.30         146.3        16835.9         3297.2        16999.7         3209.2        10611.6         3208.4        10615.2      146.30        3208.5        10615.3         3207.6         7076.9         3207.5         3538.5         3207.5         3538.5      146.30        3207.5         3538.5         3207.6         3538.5         3207.3         3538.5         3207.3         3538.5      146.30        3207.3         7075.8         3208.4         7078.2         3208.5         7077.1         3207.2         3538.6      146.30        3207.2         3538.5         3207.2         3538.5         3207.0         3538.5         3207.1         -715.0      146.30
   146.65         146.6        16912.4         3297.2        17102.3         3209.0        10614.6         3208.6        10613.0      146.65        3208.0        10615.9         3207.6         7077.2         3207.6         3538.6         3207.5         3538.6      146.65        3207.5         3538.6         3207.6         3538.5         3207.3         3538.5         3207.4         3538.5      146.65        3207.3         7077.8         3208.7         7076.4         3208.1         7077.4         3207.5         3538.6      146.65        3207.5         3538.6         3207.5         3538.5         3207.3         3538.5         3207.3         -576.0      146.65
   147.00         147.0        16989.3         3297.2        17249.9         3209.1        10618.6         3209.0        10617.1      147.00        3208.5        10615.0         3207.5         7076.8         3207.5         3538.5         3207.5         3538.5      147.00        3207.5         3538.4         3207.5         3538.5         3207.3         3538.5         3207.3         3538.5      147.00        3207.2         7079.8         3209.2         7078.7         3208.7         7076.9         3207.5         3538.5      147.00        3207.5         3538.5         3207.5         3538.5         3207.3         3538.5         3207.3         -463.8      147.00
   147.35         147.3        17065.1         3297.2        17204.7         3208.7        10617.0         3208.8        10618.3      147.35        3208.6        10615.9         3207.5         7077.1         3207.5         3538.6         3207.4         3538.5      147.35        3207.4         3538.6         3207.5         3538.5         3207.2         3538.5         3207.2         3538.5      147.35        3207.2         7077.5         3208.9         7078.6         3208.8         7077.1         3207.5         3538.5      147.35        3207.4         3538.5         3207.4         3538.5         3207.2         3538.5         3207.3         -466.9      147.35
   147.70         147.7        17140.3         3297.2        17347.7         3209.3        10617.2         3208.8        10616.9      147.70        3208.4        10617.3         3208.0         7077.8         3207.9         3538.8         3207.9         3538.7      147.70        3207.9         3538.8         3208.0         3538.5         3207.7         3538.5         3207.7         3538.5      147.70        3207.7         7076.8         3208.9         7076.8         3208.5         7077.7         3207.9         3538.7      147.70        3207.9         3538.7         3207.9         3538.5         3207.7         3538.5         3207.7         -372.5      147.70
   148.05         148.0        17216.1         3297.2        17354.1         3208.8        10617.6         3208.9        10617.0      148.05        3208.6        10615.4         3208.2         7077.0         3208.2         3538.5         3208.2         3538.5      148.05        3208.2         3538.5         3208.2         3538.5         3208.0         3538.5         3208.0         3538.5      148.05        3207.9         7077.0         3208.9         7076.7         3208.6         7076.7         3207.9         3538.4      148.05        3207.9         3538.4         3207.9         3538.5         3207.7         3538.5         3207.8         -314.5      148.05
   148.40         148.4        17292.0         3297.2        17400.1         3209.1        10616.1         3208.9        10615.8      148.40        3208.8        10615.0         3208.1         7076.7         3208.0         3538.4         3207.9         3538.4      148.40        3207.9         3538.4         3208.0         3538.5         3207.7         3538.5         3207.8         3538.5      148.40        3207.7         7076.2         3208.9         7076.3         3208.7         7076.6         3207.5         3538.4      148.40        3207.5         3538.4         3207.5         3538.5         3207.3         3538.5         3207.3         -313.0      148.40
   148.75         148.7        17362.8         3297.2        17548.5         3209.2        10614.2         3208.9        10614.5      148.75        3208.7        10616.0         3208.0         7077.3         3208.0         3538.6         3207.9         3538.6      148.75        3207.9         3538.6         3208.0         3538.5         3207.7         3538.5         3207.8         3538.5      148.75        3207.7         7075.7         3208.9         7076.0         3208.6         7077.3         3207.4         3538.6      148.75        3207.4         3538.6         3207.4         3538.5         3207.2         3538.5         3207.3         -135.0      148.75
   149.10         149.1        17421.7         3297.2        17456.1         3208.6        10614.6         3209.0        10614.6      149.10        3208.6        10615.3         3208.0         7076.9         3208.0         3538.5         3208.0         3538.5      149.10        3208.0         3538.5         3208.0         3538.5         3207.8         3538.5         3207.8         3538.5      149.10        3207.7         7076.9         3208.9         7076.9         3208.4         7077.0         3207.5         3538.5      149.10        3207.4         3538.5         3207.4         3538.5         3207.3         3538.5         3207.3         -220.3      149.10
   149.45         149.4        17466.6         3297.2        17595.6         3209.4        10612.5         3208.6        10614.1      149.45        3208.5        10615.0         3207.8         7076.8         3207.8         3538.4         3207.7         3538.5      149.45        3207.7         3538.4         3207.8         3538.5         3207.5         3538.5         3207.6         3538.5      149.45        3207.5         7076.1         3208.6         7077.0         3208.4         7076.9         3207.4         3538.5      149.45        3207.3         3538.5         3207.3         3538.5         3207.1         3538.5         3207.2         -118.5      149.45
   149.80         149.8        17505.2         3297.2        17798.9         3209.1        10616.1         3209.0        10613.9      149.80        3208.4        10615.3         3207.7         7077.0         3207.6         3538.5         3207.6         3538.5      149.80        3207.6         3538.5         3207.7         3538.5         3207.4         3538.5         3207.4         3538.5      149.80        3207.4         7078.9         3209.1         7077.1         3208.5         7077.1         3207.4         3538.6      149.80        3207.3         3538.6         3207.3         3538.5         3207.1         3538.5         3207.2          116.6      149.80
   150.15         150.1        17549.6         3297.2        17705.0         3208.6        10616.6         3209.0        10617.3      150.15        3208.7        10615.6         3207.6         7077.0         3207.6         3538.5         3207.5         3538.5      150.15        3207.5         3538.5         3207.6         3538.5         3207.3         3538.5         3207.4         3538.5      150.15        3207.3         7078.6         3209.1         7079.2         3208.8         7077.2         3207.5         3538.6      150.15        3207.5         3538.6         3207.5         3538.5         3207.3         3538.5         3207.3           20.1      150.15
   150.50         150.5        17604.4         3297.2        17796.3         3209.3        10614.1         3208.5        10616.0      150.50        3208.4        10616.3         3207.8         7077.3         3207.7         3538.6         3207.7         3538.6      150.50        3207.7         3538.6         3207.8         3538.5         3207.5         3538.5         3207.5         3538.5      150.50        3207.5         7076.0         3208.6         7077.4         3208.5         7077.4         3207.8         3538.6      150.50        3207.7         3538.6         3207.7         3538.5         3207.5         3538.5         3207.6           87.6      150.50
   150.85         150.9        17662.1         3297.2        17754.5         3208.7        10617.1         3208.8        10615.1      150.85        3208.3        10615.8         3207.9         7077.2         3207.9         3538.6         3207.9         3538.6      150.85        3207.9         3538.6         3207.9         3538.5         3207.7         3538.5         3207.7         3538.5      150.85        3207.7         7077.6         3209.0         7076.1         3208.4         7077.0         3207.9         3538.5      150.85        3207.8         3538.5         3207.8         3538.5         3207.7         3538.5         3207.7           81.4      150.85
   151.20         151.2        17711.5         3297.2        17700.7         3209.0        10615.9         3208.8        10616.5      151.20        3208.7        10614.8         3207.8         7076.7         3207.7         3538.4         3207.7         3538.4      151.20        3207.7         3538.4         3207.8         3538.5         3207.5         3538.5         3207.5         3538.5      151.20        3207.5         7076.1         3208.9         7076.7         3208.7         7076.5         3207.5         3538.4      151.20        3207.5         3538.4         3207.5         3538.5         3207.3         3538.5         3207.4           -8.7      151.20
   151.55         151.6        17749.7         3297.2        17798.1         3209.2        10615.1         3208.8        10615.1      151.55        3208.5        10615.8         3207.7         7077.2         3207.7         3538.6         3207.6         3538.6      151.55        3207.6         3538.6         3207.7         3538.5         3207.4         3538.5         3207.4         3538.5      151.55        3207.4         7075.6         3208.8         7075.8         3208.5         7077.1         3207.3         3538.5      151.55        3207.3         3538.5         3207.3         3538.5         3207.1         3538.5         3207.1          109.0      151.55
   151.90         151.9        17784.6         3297.2        17948.2         3209.1        10617.9         3209.1        10616.6      151.90        3208.6        10616.2         3207.9         7077.3         3207.9         3538.6         3207.8         3538.6      151.90        3207.8         3538.6         3207.9         3538.5         3207.6         3538.5         3207.7         3538.5      151.90        3207.6         7078.1         3209.1         7077.2         3208.5         7077.3         3207.4         3538.6      151.90        3207.4         3538.6         3207.4         3538.5         3207.2         3538.5         3207.3          248.8      151.90
   152.25         152.3        17826.1         3297.2        17853.8         3208.7        10616.0         3208.8        10617.5      152.25        3208.7        10615.5         3208.0         7077.0         3207.9         3538.5         3207.9         3538.5      152.25        3207.9         3538.5         3208.0         3538.5         3207.7         3538.5         3207.7         3538.5      152.25        3207.7         7077.4         3208.8         7078.4         3208.6         7076.9         3207.4         3538.5      152.25        3207.4         3538.5         3207.4         3538.5         3207.2         3538.5         3207.3          179.6      152.25
   152.60         152.6        17877.4         3297.2        18043.2         3209.5        10615.0         3208.8        10614.9      152.60        3208.5        10616.0         3208.1         7077.2         3208.0         3538.6         3208.0         3538.6      152.60        3208.0         3538.6         3208.1         3538.5         3207.8         3538.5         3207.8         3538.5      152.60        3207.8         7077.3         3208.8         7077.0         3208.4         7077.4         3207.6         3538.6      152.60        3207.6         3538.6         3207.6         3538.5         3207.4         3538.5         3207.4          317.7      152.60
   152.95         153.0        17935.0         3297.2        18198.1         3209.1        10617.5         3209.2        10615.6      152.95        3208.7        10615.4         3208.1         7077.0         3208.0         3538.5         3208.0         3538.5      152.95        3208.0         3538.5         3208.0         3538.5         3207.8         3538.5         3207.8         3538.5      152.95        3207.8         7079.4         3209.3         7077.9         3208.7         7077.1         3207.7         3538.6      152.95        3207.7         3538.5         3207.7         3538.5         3207.5         3538.5         3207.6          522.1      152.95
   153.30         153.3        17994.6         3297.2        18101.4         3208.9        10616.2         3209.1        10617.1      153.30        3209.0        10615.3         3208.0         7076.9         3207.9         3538.5         3207.9         3538.5      153.30        3207.9         3538.5         3208.0         3538.5         3207.7         3538.5         3207.7         3538.5      153.30        3207.7         7078.1         3209.2         7078.8         3209.0         7077.0         3207.7         3538.5      153.30        3207.7         3538.5         3207.7         3538.5         3207.5         3538.5         3207.5          408.3      153.30
   153.65         153.7        18053.5         3297.2        18193.7         3209.5        10613.2         3208.7        10614.7      153.65        3208.6        10616.4         3208.1         7077.4         3208.1         3538.6         3208.0         3538.6      153.65        3208.0         3538.7         3208.1         3538.5         3207.8         3538.5         3207.8         3538.5      153.65        3207.8         7075.5         3208.8         7076.6         3208.7         7077.5         3208.0         3538.7      153.65        3207.9         3538.6         3207.9         3538.5         3207.8         3538.5         3207.8          490.8      153.65
   154.00         154.0        18109.4         3297.2        18345.6         3209.3        10617.1         3209.2        10614.6      154.00        3208.6        10615.3         3208.1         7077.0         3208.1         3538.5         3208.1         3538.5      154.00        3208.1         3538.5         3208.1         3538.5         3207.9         3538.5         3207.9         3538.5      154.00        3207.9         7078.1         3209.4         7076.2         3208.7         7076.9         3208.0         3538.5      154.00        3208.0         3538.5         3208.0         3538.5         3207.8         3538.5         3207.9          654.7      154.00
   154.35         154.4        18161.0         3297.2        18444.0         3209.4        10617.5         3209.3        10617.5      154.35        3209.1        10614.8         3207.9         7076.7         3207.9         3538.4         3207.9         3538.4      154.35        3207.8         3538.4         3207.9         3538.5         3207.6         3538.5         3207.7         3538.5      154.35        3207.6         7077.9         3209.4         7078.0         3209.2         7076.6         3207.7         3538.4      154.35        3207.6         3538.4         3207.6         3538.5         3207.4         3538.5         3207.5          744.2      154.35
   154.70         154.7        18210.8         3297.2        18445.3         3209.3        10616.0         3209.2        10616.8      154.70        3209.0        10616.7         3208.1         7077.5         3208.0         3538.7         3208.0         3538.7      154.70        3208.0         3538.7         3208.1         3538.5         3207.8         3538.5         3207.8         3538.5      154.70        3207.8         7076.5         3209.2         7077.3         3209.0         7077.5         3207.8         3538.7      154.70        3207.7         3538.6         3207.7         3538.5         3207.5         3538.5         3207.6          760.4      154.70
   155.05         155.1        18264.7         3297.2        18492.5         3209.5        10616.6         3209.2        10616.4      155.05        3208.9        10616.4         3208.5         7077.5         3208.4         3538.7         3208.4         3538.6      155.05        3208.4         3538.7         3208.4         3538.5         3208.2         3538.5         3208.2         3538.5      155.05        3208.2         7077.2         3209.2         7077.0         3208.8         7077.3         3208.1         3538.6      155.05        3208.1         3538.6         3208.1         3538.5         3207.9         3538.5         3208.0          788.2      155.05
   155.40         155.4        18326.9         3297.2        18639.8         3209.7        10617.7         3209.4        10616.7      155.40        3209.1        10614.9         3208.4         7076.8         3208.4         3538.4         3208.4         3538.5      155.40        3208.4         3538.4         3208.4         3538.5         3208.2         3538.5         3208.2         3538.5      155.40        3208.2         7078.5         3209.4         7077.6         3209.0         7076.6         3208.0         3538.4      155.40        3208.0         3538.4         3208.0         3538.5         3207.8         3538.5         3207.8          939.8      155.40
   155.75         155.8        18394.7         3297.2        18594.3         3209.3        10617.5         3209.6        10616.7      155.75        3209.3        10615.7         3208.4         7077.1         3208.3         3538.5         3208.3         3538.5      155.75        3208.3         3538.6         3208.4         3538.5         3208.1         3538.5         3208.1         3538.5      155.75        3208.1         7078.5         3209.6         7078.1         3209.3         7077.2         3207.9         3538.6      155.75        3207.9         3538.6         3207.9         3538.5         3207.7         3538.5         3207.7          909.0      155.75
   156.10         156.1        18458.2         3297.2        18589.7         3209.7        10614.9         3209.4        10616.2      156.10        3209.3        10616.4         3208.6         7077.4         3208.5         3538.7         3208.5         3538.6      156.10        3208.5         3538.7         3208.6         3538.5         3208.3         3538.5         3208.3         3538.5      156.10        3208.3         7076.8         3209.4         7077.8         3209.2         7077.5         3208.2         3538.7      156.10        3208.2         3538.6         3208.2         3538.5         3208.0         3538.5         3208.1          883.9      156.10
   156.45         156.5        18507.6         3297.2        18785.9         3210.0        10616.5         3209.6        10615.5      156.45        3209.2        10615.5         3208.7         7077.0         3208.7         3538.5         3208.6         3538.5      156.45        3208.6         3538.5         3208.7         3538.5         3208.4         3538.5         3208.5         3538.5      156.45        3208.4         7078.3         3209.6         7077.4         3209.1         7077.0         3208.4         3538.5      156.45        3208.4         3538.5         3208.4         3538.5         3208.2         3538.5         3208.3         1086.3      156.45
   156.80         156.8        18540.2         3297.2        18693.1         3209.4        10617.4         3209.8        10616.6      156.80        3209.5        10615.2         3208.6         7076.9         3208.6         3538.5         3208.5         3538.5      156.80        3208.5         3538.5         3208.6         3538.5         3208.3         3538.5         3208.4         3538.5      156.80        3208.3         7078.8         3209.9         7078.1         3209.5         7076.9         3208.3         3538.5      156.80        3208.3         3538.5         3208.3         3538.5         3208.1         3538.5         3208.2         1015.4      156.80
   157.15         157.2        18562.6         3297.2        18783.2         3210.2        10614.9         3209.6        10616.0      157.15        3209.5        10615.9         3208.6         7077.2         3208.6         3538.6         3208.5         3538.6      157.15        3208.5         3538.6         3208.6         3538.5         3208.3         3538.5         3208.4         3538.5      157.15        3208.3         7076.5         3209.6         7077.4         3209.5         7077.3         3208.4         3538.6      157.15        3208.4         3538.6         3208.4         3538.5         3208.2         3538.5         3208.2         1061.1      157.15
   157.50         157.5        18587.0         3297.2        18837.8         3209.8        10617.0         3209.8        10615.7      157.50        3209.4        10616.0         3208.8         7077.3         3208.8         3538.6         3208.7         3538.6      157.50        3208.7         3538.6         3208.8         3538.5         3208.5         3538.5         3208.6         3538.5      157.50        3208.5         7077.9         3209.9         7077.0         3209.4         7077.3         3208.6         3538.6      157.50        3208.6         3538.6         3208.6         3538.5         3208.4         3538.5         3208.4         1164.7      157.50
   157.85         157.9        18623.5         3297.2        18932.6         3210.2        10618.0         3210.0        10617.6      157.85        3209.7        10615.4         3208.8         7077.0         3208.8         3538.5         3208.8         3538.5      157.85        3208.8         3538.5         3208.8         3538.5         3208.6         3538.5         3208.6         3538.5      157.85        3208.6         7078.4         3210.0         7078.1         3209.7         7076.9         3208.6         3538.5      157.85        3208.5         3538.5         3208.5         3538.5         3208.4         3538.5         3208.4         1214.2      157.85
   158.20         158.2        18675.4         3297.2        18885.9         3210.0        10616.6         3209.9        10617.0      158.20        3209.7        10616.0         3208.9         7077.2         3208.9         3538.6         3208.8         3538.6      158.20        3208.8         3538.6         3208.9         3538.5         3208.6         3538.5         3208.7         3538.5      158.20        3208.6         7077.3         3210.0         7077.6         3209.7         7077.2         3208.6         3538.6      158.20        3208.5         3538.6         3208.5         3538.5         3208.4         3538.5         3208.4         1210.9      158.20
   158.55         158.6        18738.6         3297.2        18931.3         3210.3        10617.1         3210.1        10616.4      158.55        3209.7        10616.3         3209.2         7077.4         3209.1         3538.6         3209.1         3538.6      158.55        3209.1         3538.7         3209.2         3538.5         3208.9         3538.5         3208.9         3538.5      158.55        3208.9         7077.8         3210.1         7077.3         3209.7         7077.4         3208.8         3538.6      158.55        3208.8         3538.6         3208.8         3538.5         3208.6         3538.5         3208.6         1213.5      158.55
   158.90         158.9        18806.4         3297.2        18884.4         3210.1        10616.4         3210.1        10616.5      158.90        3209.9        10615.4         3209.2         7077.0         3209.2         3538.5         3209.2         3538.5      158.90        3209.2         3538.5         3209.2         3538.5         3209.0         3538.5         3209.0         3538.5      158.90        3209.0         7077.5         3210.1         7077.6         3209.8         7076.9         3208.8         3538.5      158.90        3208.8         3538.5         3208.8         3538.5         3208.6         3538.5         3208.7         1208.6      158.90
   159.25         159.3        18874.3         3297.2        18978.9         3210.5        10616.4         3210.2        10615.7      159.25        3209.9        10615.5         3209.2         7077.0         3209.1         3538.5         3209.1         3538.5      159.25        3209.1         3538.5         3209.2         3538.5         3208.9         3538.5         3208.9         3538.5      159.25        3208.9         7077.8         3210.2         7077.3         3209.9         7077.1         3208.8         3538.5      159.25        3208.8         3538.5         3208.8         3538.5         3208.6         3538.5         3208.6         1260.5      159.25
   159.60         159.6        18941.9         3297.2        18981.8         3210.3        10616.0         3210.3        10616.0      159.60        3210.0        10615.9         3209.3         7077.2         3209.2         3538.6         3209.2         3538.6      159.60        3209.2         3538.6         3209.2         3538.5         3209.0         3538.5         3209.0         3538.5      159.60        3209.0         7077.6         3210.3         7077.6         3210.0         7077.3         3208.9         3538.6      159.60        3208.9         3538.6         3208.9         3538.5         3208.7         3538.5         3208.7         1306.1      159.60
   159.95         160.0        19010.7         3297.2        19270.9         3211.1        10617.7         3210.5        10616.8      159.95        3210.1        10615.7         3209.3         7077.1         3209.3         3538.5         3209.2         3538.5      159.95        3209.2         3538.5         3209.3         3538.5         3209.0         3538.5         3209.1         3538.5      159.95        3209.0         7078.9         3210.6         7078.2         3210.1         7077.1         3209.0         3538.5      159.95        3209.0         3538.5         3209.0         3538.5         3208.8         3538.5         3208.8         1538.1      159.95
   160.30         160.3        19081.1         3297.2        19034.9         3210.0        10618.0         3210.6        10617.8      160.30        3210.3        10616.1         3209.5         7077.3         3209.4         3538.6         3209.4         3538.6      160.30        3209.4         3538.6         3209.4         3538.5         3209.2         3538.5         3209.2         3538.5      160.30        3209.2         7078.9         3210.6         7078.8         3210.3         7077.3         3209.2         3538.6      160.30        3209.2         3538.6         3209.2         3538.5         3209.0         3538.5         3209.0         1390.7      160.30
   160.65         160.7        19150.3         3297.2        19314.1         3211.6        10617.1         3210.5        10617.2      160.65        3210.3        10616.2         3209.7         7077.4         3209.6         3538.6         3209.6         3538.6      160.65        3209.6         3538.6         3209.7         3538.5         3209.4         3538.5         3209.4         3538.5      160.65        3209.4         7078.0         3210.6         7078.1         3210.3         7077.3         3209.5         3538.6      160.65        3209.4         3538.6         3209.4         3538.5         3209.3         3538.5         3209.3         1541.9      160.65
   161.00         161.0        19214.5         3297.2        19473.3         3210.9        10620.2         3211.1        10617.8      161.00        3210.6        10615.9         3209.9         7077.2         3209.8         3538.6         3209.8         3538.6      161.00        3209.8         3538.6         3209.9         3538.5         3209.6         3538.5         3209.6         3538.5      161.00        3209.6         7080.2         3211.2         7078.4         3210.6         7077.2         3209.6         3538.6      161.00        3209.6         3538.6         3209.6         3538.5         3209.4         3538.5         3209.5         1827.4      161.00
   161.35         161.4        19271.2         3297.2        19419.2         3211.2        10620.4         3211.3        10619.8      161.35        3211.1        10616.1         3210.1         7077.3         3210.0         3538.6         3210.0         3538.6      161.35        3210.0         3538.6         3210.1         3538.5         3209.8         3538.5         3209.8         3538.5      161.35        3209.8         7079.9         3211.4         7079.7         3211.1         7077.2         3209.8         3538.6      161.35        3209.8         3538.6         3209.8         3538.5         3209.6         3538.5         3209.6         1684.8      161.35
   161.70         161.7        19321.5         3297.2        19318.8         3211.3        10615.5         3210.9        10617.4      161.70        3211.0        10616.7         3210.5         7077.6         3210.4         3538.7         3210.4         3538.7      161.70        3210.4         3538.7         3210.4         3538.5         3210.2         3538.5         3210.2         3538.5      161.70        3210.2         7076.3         3210.9         7077.8         3210.9         7077.5         3210.1         3538.7      161.70        3210.1         3538.6         3210.1         3538.5         3209.9         3538.5         3210.0         1645.1      161.70
   162.05         162.1        19368.1         3297.2        19610.6         3211.9        10618.5         3211.5        10615.4      162.05        3210.9        10615.8         3210.7         7077.2         3210.7         3538.6         3210.6         3538.6      162.05        3210.6         3538.6         3210.7         3538.5         3210.4         3538.5         3210.5         3538.5      162.05        3210.4         7078.8         3211.6         7076.6         3210.9         7077.1         3210.3         3538.5      162.05        3210.3         3538.5         3210.3         3538.5         3210.1         3538.5         3210.2         1874.9      162.05
   162.40         162.4        19412.6         3297.2        19518.6         3211.2        10617.4         3211.6        10617.4      162.40        3211.5        10614.8         3210.5         7076.7         3210.5         3538.4         3210.5         3538.4      162.40        3210.5         3538.4         3210.5         3538.5         3210.3         3538.5         3210.3         3538.5      162.40        3210.3         7078.3         3211.7         7078.3         3211.5         7076.6         3210.1         3538.4      162.40        3210.1         3538.4         3210.1         3538.5         3209.9         3538.5         3209.9         1864.2      162.40
